2D Materials;2D Mater.
De Medio Aevo;Medio Aevo
Dead Sea Discoveries;Dead Sea Discov.
Deafness & Education International;Deaf. Educ. Int.
Deakin Law Review;Deakin Law Rev.
Dearq;Dearq
DEATH STUDIES;Death Stud.
Debate Universitario;Debate Univ.
Debates;Debates
Debates en Sociologia;Debates Sociol.
Debats-Revista de Cultura Poder i Societat;Debats
Decision;Decision
Decision Analysis;Decis. Anal.
DECISION SCIENCES;Decis. Sci.
Decision Sciences-Journal of Innovative Education;Decis. Sci.
DECISION SUPPORT SYSTEMS;Decis. Support Syst.
Decisions in Economics and Finance;Decis. Econ. Financ.
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS;Deep-Sea Res. Part I-Oceanogr. Res. Pap.
DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY;Deep-Sea Res. Part II-Top. Stud. Oceanogr.
DEFENCE AND PEACE ECONOMICS;Def. Peace Econ.
Defence and Security Analysis;Def. Secur. Anal.
DEFENCE SCIENCE JOURNAL;Def. Sci. J.
Defence Technology;Def. Technol.
Degenerative Neurological and Neuromuscular Disease;Degener. Neurol. Neuromuscul. Dis.
DEGRES-REVUE DE SYNTHESE A ORIENTATION SEMIOLOGIQUE;Degres-Rev. Synth. Orientat. Semiol.
Deleuze and Guattari Studies;Deleuze Guattari Stud.
Deltion of the Christian Archaeological Society;Deltion Christ. Archaeol. Soc.
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS;Dement. Geriatr. Cogn. Disord.
Dementia and Geriatric Cognitive Disorders Extra;Dement. Geriatr. Cogn. Disord. Extra
Dementia-International Journal of Social Research and Practice;Dement.-Int. J. soc. Res. Pract.
Democracy & Security;Democr. Secur.
Democratic Theory-An Interdisciplinary Journal;Democr. Theory
Democratization;Democratization
Demografie;Demografie
Demographic Research;Demogr. Res.
DEMOGRAPHY;Demography
Demonstratio Mathematica;Demonstr. Math.
Dendrobiology;Dendrobiology
DENDROCHRONOLOGIA;Dendrochronologia
DENKMALPFLEGE;Denkmalpflege
Dental and Medical Problems;Dent. Med. Probl.
Dental Cadmos;Dent. Cadmos
Dental Hypotheses;Dent. Hypotheses
DENTAL MATERIALS;Dent. Mater.
DENTAL MATERIALS JOURNAL;Dent. Mater. J.
DENTAL TRAUMATOLOGY;Dent. Traumatol.
DENTOMAXILLOFACIAL RADIOLOGY;Dentomaxillofac. Radiol.
Denver Law Review;Denver Law Rev.
Departures in Critical Qualitative Research;Depart. Crit. Qual. Res.
Dependence Modeling;Depend. Model.
Depositional Record;Depos. Rec.
DEPRESSION AND ANXIETY;Depress. Anxiety
Derecho Penal y Criminologia;Derecho Penal Criminol.
Derecho PUCP;Derecno PUCP
Derecho y Ciencias Sociales;Derecho Cienc. Soc.
Derechos y Libertades;Derechos Lib.
Dermatitis;Dermatitis
DERMATOLOGIC CLINICS;Dermatol. Clin.
DERMATOLOGIC SURGERY;Dermatol. Surg.
Dermatologic Therapy;Dermatol. Ther.
Dermatologica Sinica;Dermatol. Sin.
Dermatologie in Beruf und Umwelt;Dermatol. Beruf Umw.
DERMATOLOGY;Dermatology
Dermatology and Therapy;Dermatol. Ther.
Dermatology Practical & Conceptual;Dermatol. Pract. Concept.
Dermatology Reports;Dermatol. Rep.
Dermatology Research and Practice;Dermat. Res. Pract.
Dermatopathology;Dermatopathology
Derrida Today;Derrida Today
Desafios;Desafios
DESALINATION;Desalination
Desalination and Water Treatment;Desalin. Water Treat.
Desde el Jardin de Freud-Revista de Psicoanalisis;Desde Jard. Freud
Desenvolvimento e Meio Ambiente;Desenvolv. Meio Ambient.
DESIDOC Journal of Library & Information Technology;DESIDOC J. Lib. Inf. Technol.
Design and Culture;Des. Cult.
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS;Des. Autom. Embed. Syst.
DESIGN ISSUES;Des. Iss.
Design Journal;Des. J.
Design Science;DES. SCI.
Design Studies;Design Stud.
DESIGNED MONOMERS AND POLYMERS;Des. Monomers Polym.
deSignis;deSignis
DESIGNS CODES AND CRYPTOGRAPHY;Designs Codes Cryptogr.
Detritus;Detritus
Deturope-The Central European journal of Regional Development and Tourism;Deturope
Deutsch als Fremdsprache-Zeitschrift zur Theorie und Praxis des Faches Deutsch als Fremdsprache;Deut. Fremdspache
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT;Dtsch. Entomol. Z.
DEUTSCHE LEBENSMITTEL-RUNDSCHAU;Dtsch. Lebensm.-Rundsch.
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT;Dtsch. Med. Wochenschr.
DEUTSCHE SPRACHE;Dtsch. Sprache
DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE;Dtsch. Vierteljahresschr. Lit.wiss. Geistesgesch.
Deutsche Zeitschrift fur Akupunktur;Dtsch. Z. Akupunkt.
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE;Dtsch. Z. Philos.
Deutsches Arzteblatt International;Dtsch. Arztebl. Int.
DEVELOPING ECONOMIES;Dev. Econ.
Developing World Bioethics;Dev. World Bioeth.
DEVELOPMENT;Development
DEVELOPMENT AND CHANGE;Dev. Change
DEVELOPMENT AND PSYCHOPATHOLOGY;Dev. Psychopathol.
DEVELOPMENT GENES AND EVOLUTION;Dev. Genes Evol.
DEVELOPMENT GROWTH & DIFFERENTIATION;Dev. Growth Diff.
Development in Practice;Dev. Pract.
Development Policy Review;Dev. Policy Rev.
Development Southern Africa;Dev. South. Afr.
DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY;Dev. Comp. Immunol.
DEVELOPMENTAL BIOLOGY;Dev. Biol.
DEVELOPMENTAL CELL;Dev. Cell
Developmental Cognitive Neuroscience;Dev. Cogn. Neurosci.
DEVELOPMENTAL DYNAMICS;Dev. Dyn.
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY;Dev. Med. Child Neurol.
Developmental Neurobiology;Dev. Neurobiol.
DEVELOPMENTAL NEUROPSYCHOLOGY;Dev. Neuropsychol.
Developmental Neurorehabilitation;Dev. Neurorehabil.
DEVELOPMENTAL NEUROSCIENCE;Dev. Neurosci.
DEVELOPMENTAL PSYCHOBIOLOGY;Dev. Psychobiol.
DEVELOPMENTAL PSYCHOLOGY;Dev. Psychol.
DEVELOPMENTAL REVIEW;Dev. Rev.
DEVELOPMENTAL SCIENCE;Dev. Sci.
Developpement Durable & Territoires;Dev. Durable Territ.
Deviance et Societe;Deviance Soc.
DEVIANT BEHAVIOR;Deviant Behav.
Devices and Methods of Measurements;DEVICES METHODS MEAS.
DIABETES;Diabetes
Diabetes & Metabolic Syndrome-Clinical Research & Reviews;Diabetes Metab. Syndr.-Clin. Res. Rev.
DIABETES & METABOLISM;Diabetes Metab.
Diabetes & Metabolism Journal;Diabetes Metab. J.
Diabetes & Vascular Disease Research;Diabetes Vasc. Dis. Res.
DIABETES CARE;Diabetes Care
DIABETES EDUCATOR;Diabetes Educ.
Diabetes Mellitus;Diabetes Mellit.
Diabetes Metabolic Syndrome and Obesity-Targets and Therapy;Diabetes Metab. Syndr. Obes.
DIABETES OBESITY & METABOLISM;Diabetes Obes. Metab.
DIABETES RESEARCH AND CLINICAL PRACTICE;Diabetes Res. Clin. Pract.
Diabetes Stoffwechsel und Herz;Diabetes Stoffwech. Herz
Diabetes Technology & Therapeutics;Diabetes Technol. Ther.
Diabetes Therapy;Diabetes Ther.
DIABETES-METABOLISM RESEARCH AND REVIEWS;Diabetes-Metab. Res. Rev.
Diabetic Foot & Ankle;Diabet. Foot Ankle
DIABETIC MEDICINE;Diabetic Med.
Diabetologe;Diabetologe
DIABETOLOGIA;Diabetologia
Diabetologie und Stoffwechsel;Diabetol. Stoffwechs.
Diabetology & Metabolic Syndrome;Diabetol. Metab. Syndr.
Diabetology International;Diabetol. Int.
Diachronica;Diachronica
DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM;Diacritics-Rev. Contemp. Crit.
Diagnosis;Diagnosis
Diagnostic and Interventional Imaging;Diagn. Interv. Imaging
Diagnostic and Interventional Radiology;Diagn. Interv. Radiol.
DIAGNOSTIC CYTOPATHOLOGY;Diagn. Cytopathol.
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE;Diagn. Microbiol. Infect. Dis.
Diagnostic Pathology;Diagn. Pathol.
DIAGNOSTICA;Diagnostica
Diagnostics;Diagnostics
DIALECTICA;Dialectica
DIALECTICAL ANTHROPOLOGY;Dialect. Anthropol.
Dialectologia;Dialectologia
Dialectologia et Geolinguistica;Dialectol. Geolinguist.
Dialog so Vremenem-Dialogue with Time;Dialog Vrem.
Dialog-A Journal of Theology;Dialog
Dialogia;DIALOGIA
Dialogic Pedagogy;Dialogic Pedagog.
Dialogica;Dialogica
Dialogo;Dialogo
Dialogo das Letras;Dialogo Let.
DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW;Dialogue-Can. Philos. Rev.
Dialogues in Clinical Neuroscience;Dialogues Clin. Neurosci.
Dialogues in Human Geography;Dialogues Hum. Geogr.
Dialogues in Philosophy Mental and Neuro Sciences;Dialogues Philos. Ment. Neuro Sci.
Diametros;Diametros
DIAMOND AND RELATED MATERIALS;Diam. Relat. Mat.
Diaspora Studies;Diaspora Stud.
Diasporas-Histoire et Societes;Diasporas-Hist. Soc.
DIATOM RESEARCH;Diatom Res.
Dicenda-Cuadernos de Filologia Hispanica;Dicenda
DICKENS QUARTERLY;Dickens Q.
DICKENSIAN;Dickensian
Didactica de las Ciencias Experimentales y Sociales;Didact. CIenc. Exp. Soc.
Didactica-Lengua y Literatura;Didact.-Leng. Lit.
Differences-A Journal of Feminist Cultural Studies;Differences
Differential and Integral Equations;Differ. Integral Equ.
DIFFERENTIAL EQUATIONS;Differ. Equ.
Differential Equations & Applications;Diff. Equat. Appl.
Differential Equations and Dynamical Systems;Differ. Equat. Dyn. Syst.
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS;Differ. Geom. Appl.
DIFFERENTIATION;Differentiation
Digest Journal of Nanomaterials and Biostructures;Dig. J. Nanomater. Biostruct.
Digest of Middle East Studies;DIGEST MIDDLE EAST STUDIES
DIGESTION;Digestion
DIGESTIVE AND LIVER DISEASE;Dig. Liver Dis.
DIGESTIVE DISEASES;Dig. Dis.
DIGESTIVE DISEASES AND SCIENCES;Dig. Dis. Sci.
Digestive Endoscopy;Dig. Endosc.
DIGESTIVE SURGERY;Dig. Surg.
Digital Communications and Networks;Digit. Commun. Netw.
DIGITAL CREATIVITY;Digit. Creat.
Digital Education Review;Digit. Educ. Rev.
Digital Health;Digit. Health
Digital Humanities Quarterly;DIGIT. HUMANITIES Q.
Digital Investigation;Digit. Investig.
Digital Journalism;Digit. Journal.
Digital Library Perspectives;Digit. Libr. Perspect.
Digital Policy Regulation and Governance;Digit. Policy Regul. Gov.
Digital Scholarship in the Humanities;Digit. Scholarsh. Humanit.
DIGITAL SIGNAL PROCESSING;Digit. Signal Prog.
Digithum;Digithum
Dimension Empresarial;Dimens. Empresarial
Dimensions of Critical Care Nursing;Dimens. Crit. Care Nurs.
Dinbilimleri Akademik Arastirma Dergisi-Journal of Academic Research in Religious Sciences;Dinbilimleri Akad. Arast. Derg.
Diplomacy & Statecraft;Dipl. Statecraft
DIPLOMATIC HISTORY;Dipl. Hist.
Direccion y Organizacion;Dir. Organ.
Direito e Praxis;Direito Prax.
Diritti Umani e Diritto Internazionale;Diritti Umani Diritto Int.
DISABILITY & SOCIETY;Disabil. Soc.
Disability and Health Journal;Disabil. Health J.
DISABILITY AND REHABILITATION;Disabil. Rehabil.
Disability and Rehabilitation-Assistive Technology;Disabil. Rehabil.-Assist. Technol.
Disaster Medicine and Public Health Preparedness;Dis. Med. Public Health Prep.
Disaster Prevention and Management;Disaster Prev. Manag.
DISASTERS;Disasters
Discours-Revue de Linguistique Psycholinguistique et Informatique;Discours
Discourse & Communication;Discourse Commun.
DISCOURSE & SOCIETY;niscl. Soc.
Discourse Context & Media;Discourse Context Media
DISCOURSE PROCESSES;Discl. Process.
DISCOURSE STUDIES;Discourse Stud.
Discourse-Journal for Theoretical Studies in Media and Culture;Discourse-J. Theor. Stud. Media Cult.
Discourse-Studies in the Cultural Politics of Education;Discourse
Discovery Medicine;Discov. Med.
DISCRETE & COMPUTATIONAL GEOMETRY;Discret. Comput. Geom.
Discrete Analysis;Discrete Anal.
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS;Discret. Contin. Dyn. Syst.
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B;Discrete Contin. Dyn. Syst.-Ser. B
Discrete and Continuous Dynamical Systems-Series S;Discret. Contin. Dyn. Syst.-Ser. S
DISCRETE APPLIED MATHEMATICS;Discret Appl. Math.
DISCRETE DYNAMICS IN NATURE AND SOCIETY;Discrete Dyn. Nat. Soc.
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS;Discret. Event Dyn. Syst.-Theory Appl.
DISCRETE MATHEMATICS;Discret. Math.
Discrete Mathematics Algorithms and Applications;Discret. Math. Algorithms Appl.
Discrete Mathematics and Applications;Discret. Math. Appl.
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE;Discret. Math. Theor. Comput. Sci.
Discrete Optimization;Discret. Optim.
Discussiones Mathematicae Graph Theory;Discuss. Math. Graph Theory
DISEASE MARKERS;Dis. Markers
Disease Models & Mechanisms;Dis. Model. Mech.
DISEASES OF AQUATIC ORGANISMS;Dis. Aquat. Org.
DISEASES OF THE COLON & RECTUM;Dis. Colon Rectum
DISEASES OF THE ESOPHAGUS;Dis. Esophagus
Disegnare Idee Immagini-Ideas Images;Disegnare Idee Immagin.
disP;disP
Disparidades-Revista de Antropologia;Disparidades-Rev. Antropol.
DISPLAYS;Displays
Disputatio-International Journal of Philosophy;Disputatio
Disputatio-Philosophical Research Bulletin;Disputatio
DISSENT;Dissent
Dissertationes Mathematicae;Diss. Math.
DISSOLUTION TECHNOLOGIES;Dissolut. Technol.
Distance Education;Distance Educ.
Distinktion-Journal of Social Theory;Distinktion
DISTRIBUTED AND PARALLEL DATABASES;Distrib. Parallel Databases
DISTRIBUTED COMPUTING;Distrib. Comput.
Diversitas-Perspectivas en Psicologia;Diversitas-Perspect. Psicol.
DIVERSITY AND DISTRIBUTIONS;Divers. Distrib.
Diversity-Basel;Diversity-Basel
Diving and Hyperbaric Medicine;Diving Hyperb. Med.
Dix-Neuf;Dix-Neuf
DIX-SEPTIEME SIECLE;Dix-Septieme Siecle
Dixi;Dixi
Dixit;Dixit
DM DISEASE-A-MONTH;DM-Dis.-a-Mon.
DNA AND CELL BIOLOGY;DNA Cell Biol.
DNA REPAIR;DNA Repair
DNA RESEARCH;DNA Res.
dObras;dObras
Doctor Virtualis-Rivista di Storia della Filosofia Medievale;Doctor Virtualis
Documenta et Instrumenta;Doc. Instrum.
Documenta Mathematica;Doc. Math.
DOCUMENTA OPHTHALMOLOGICA;Doc. Ophthalmol.
Documentacion de las Ciencias de la Informacion;Doc. Cienc. Inf.
Documentation et Bibliotheques;Doc. Bibl.
Documenti e Studi sulla Tradizione Filosofica Medievale;Doc. Stud. Tradiz. Filos. Mediev.
Documenti Geografici;Doc. Geogr.
Documents d Analisi Geografica;Doc. Anal. Geogr.
Doklady Biochemistry and Biophysics;Dokl. Biochem. Biophys.
DOKLADY CHEMISTRY;Dokl. Chem.
DOKLADY EARTH SCIENCES;Dokl. Earth Sci.
DOKLADY MATHEMATICS;Dokl. Math.
DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI;Dokl. Nat. Akad. Nauk Belarusi
DOKLADY PHYSICAL CHEMISTRY;Dokl. Phys. Chem.
DOKLADY PHYSICS;Dokl. Phys.
Dolomites Research Notes on Approximation;Dolomit. Res. Notes Approx.
DOMESTIC ANIMAL ENDOCRINOLOGY;Domest. Anim. Endocrinol.
Dose-Response;Dose-Response
DOWN BEAT;Down Beat
Downside Review;Downside Rev.
Doxa Comunicacion;Doxa Comun.
Doxa-Cuadernos de Filosofia y Derecho;Doxa
Drama Therapy Review;Drama Ther. Rev.
DREAMING;Dreaming
Dress-The Journal of the Costume Society of America;Dress
Drevnyaya Rus-Voprosy Medievistiki;Drevnyaya Rus
Drewno;Drewno
Droit et Cultures;Droit Cult.
DRUG AND ALCOHOL DEPENDENCE;Drug Alcohol Depend.
DRUG AND ALCOHOL REVIEW;Drug Alcohol Rev.
DRUG AND CHEMICAL TOXICOLOGY;Drug Chem. Toxicol.
DRUG DELIVERY;Drug Deliv.
Drug Delivery and Translational Research;Drug Deliv. Transl. Res.
Drug Design Development and Therapy;Drug Des. Dev. Ther.
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY;Drug Dev. Ind. Pharm.
DRUG DEVELOPMENT RESEARCH;Drug Dev. Res.
Drug Discoveries and Therapeutics;Drug Discov. Ther.
DRUG DISCOVERY TODAY;Drug Discov. Today
Drug Healthcare and Patient Safety;DRUG HEALTHC. PATIENT SAF.
DRUG METABOLISM AND DISPOSITION;Drug Metab. Dispos.
Drug Metabolism and Pharmacokinetics;Drug Metab. Pharmacokinet.
DRUG METABOLISM REVIEWS;Drug Metab. Rev.
Drug Research;Drug Res.
DRUG RESISTANCE UPDATES;Drug Resist. Update
DRUG SAFETY;Drug Saf.
Drug Target Insights;Drug Target Insights
Drug Testing and Analysis;Drug Test. Anal.
DRUGS;Drugs
DRUGS & AGING;Drugs Aging
Drugs and Alcohol Today;Drugs Alcohol Today
DRUGS IN R&D;Drugs R&D
DRUGS OF THE FUTURE;Drug Future
DRUGS OF TODAY;Drugs Today
DRUGS-EDUCATION PREVENTION AND POLICY;Drug-Educ. Prev. Policy
DRUSTVENA ISTRAZIVANJA;Drus. Istraz.
Drvna Industrija;Drv. Ind.
DRYING TECHNOLOGY;Dry. Technol.
Du;Du
Du Bois Review-Social Science Research on Race;Du Bois Rev.
Duazary;Duazary
DUKE LAW JOURNAL;Duke Law J.
DUKE MATHEMATICAL JOURNAL;Duke Math. J.
Dusunen Adam-Journal of Psychiatry and Neurological Sciences;Dusunen Adam
Dutch Crossing-Journal of Low Countries Studies;Dutch Crossing
Dutch Journal of Applied Linguistics;Dutch J. Appl. Linguist.
DYES AND PIGMENTS;Dyes Pigment.
Dyna;Dyna
Dynamic Games and Applications;Dyn. Games Appl.
DYNAMIC SYSTEMS AND APPLICATIONS;Dyn. Syst. Appl.
DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL;Dynam. Syst.
DYNAMICS OF ATMOSPHERES AND OCEANS;Dyn. Atmos. Oceans
Dynamics of Partial Differential Equations;Dyn. Partial Differ. Equ.
Dynamis;Dynamis
DYSLEXIA;Dyslexia
DYSPHAGIA;Dysphagia
E & M Ekonomie a Management;E M Ekon. Manag.
E&G Quaternary Science Journal;E G Quatern. Sci. J.
E-Balonmano com;E-Balonmano com
E-Ciencias de la Informacion;E-Cienc. Inf.
e-Informatica-Software Engineering Journal;e-Informatica
E-Journal of Business Education & Scholarship of Teaching;E-J. Bus. Educ. Scholarsh. Teach.
E-Journal of International and Comparative Labour Studies;E-J. Int. Comp. Labour Stud.
e-Journal of Surface Science and Nanotechnology;e-J. Surf. Sci. Nanotec.
E-Latina-Revista Electronica de Estudios Latinoamericanos;E-Lat.
e-Legal History Review;e-Leg. Hist. Rev.
E-Mentor;E-Mentor
E-POLYMERS;e-Polymers
e-rph-Revista electronica de Patrimonio Historico;e-rph
E-Scrita-Revista do Curso de Letras da UNIABEU;E-Scrita
E-Spania-Revue Electronique d etudes Hispaniques Medievales;E-Spania
EAI Endorsed Transactions on Scalable Information Systems;EAI Endorsed Trans. Scalable Inform. Syst.
EAR AND HEARING;Ear Hear.
EARI-Educacion Artistica-Revista de Investigacion;EARI-Educ. Artist.-Rev. Investig.
EARLY AMERICAN LITERATURE;Early Am. Lit.
Early American Studies-An Interdisciplinary Journal;Early Am. Stud.
Early Child Development and Care;Early Child Dev. Care
Early Childhood Education Journal;Early Child. Educ. J.
EARLY CHILDHOOD RESEARCH QUARTERLY;Early Childhood Res. Q.
Early China;Early China
Early Christianity;Early Christ.
Early Education and Development;Early Educ. Dev.
EARLY HUMAN DEVELOPMENT;Early Hum. Dev.
Early Intervention in Psychiatry;Early Interv. Psychiatry
Early Medieval China;Early Mediev. China
Early Medieval Europe;Early Mediev. Eur
Early Modern French Studies;Early Mod. Fr. Stud.
Early Modern Women-An Interdisciplinary Journal;Early Mod. Women
EARLY MUSIC;Early Music
EARLY MUSIC HISTORY;Early Music Hist.
Early Popular Visual Culture;Early Popul. Vis. Cult.
Early Science and Medicine;Early Sci. Med.
Early Theatre;Early Theatre
Early Years;Early Years
Earth and Environmental Science Transactions of the Royal Society of Edinburgh;Earth Environ. Sci. Trans. R. Soc. Edinb.
Earth and Planetary Physics;Earth Planet. Phys.
EARTH AND PLANETARY SCIENCE LETTERS;Earth Planet. Sci. Lett.
Earth and Space Science;Earth Space Sci.
Earth Interactions;Earth Interact.
EARTH MOON AND PLANETS;Earth Moon Planets
EARTH PLANETS AND SPACE;Earth Planets Space
Earth Science Informatics;Earth Sci. Inform.
EARTH SCIENCES HISTORY;Earth Sci. Hist.
Earth Sciences Research Journal;Earth Sci. Res. J.
Earth Surface Dynamics;Earth Surf. Dyn.
EARTH SURFACE PROCESSES AND LANDFORMS;Earth Surf. Process. Landf.
Earth System Dynamics;Earth Syst. Dynam.
Earth System Science Data;Earth Syst. Sci. Data
Earth Systems and Environment;Earth Syst. Environ.
EARTH-SCIENCE REVIEWS;Earth-Sci. Rev.
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS;Earthq. Eng. Struct. Dyn.
Earthquake Engineering and Engineering Vibration;Earthq. Eng. Eng. Vib.
Earthquake Science;Earthq. Sci.
EARTHQUAKE SPECTRA;Earthq. Spectra
Earthquakes and Structures;Earthq. Struct.
Earths Future;Earth Future
East Asia;E. Asia
East Asian Economic Review;East Asain Econ. Rev.
East Asian Journal on Applied Mathematics;East Asian J. Appl. Math.
East Asian Policy;East Asian Policy
East Asian Publishing and Society;East Asian Publ. Soc.
East Asian Science Technology and Society-An International Journal;East Asian Sci. Technol. Soc.
East Central Europe;East Cent. Eur.
East European Jewish Affairs;East Eur. Jew. Aff.
East European Journal of Physics;East Eur. J. Phys.
East European Politics;East Eur. Politics
EAST EUROPEAN POLITICS AND SOCIETIES;East Eur. Polit. Soc.
Eastern Economic Journal;East. Econ. J.
Eastern European Countryside;East. Eur. Countrys.
EASTERN EUROPEAN ECONOMICS;East. Eur. Econ.
Eastern Journal of European Studies;East. J. Eur. Stud.
EASTERN MEDITERRANEAN HEALTH JOURNAL;East Mediterr. Health J.
Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity;Eat. Weight Disord.-Stud. Anorex.
Eating Behaviors;Eat. Behav.
Eating Disorders;Eat. Disord
EBioMedicine;EBioMedicine
EC Tax Review;EC Tax Rev.
eCancerMedicalScience;eCancerMedicalScience
Ecclesiastical Law Journal;Eccles. Law J.
Ecclesiology;Ecclesiology
Eccos-Revista Cientifica;Eccos-Rev. Cient.
Echo Research and Practice;Echo Res. Pract.
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES;Echocardiography-J. Cardiovasc. Ultrasound Allied Tech.
Eco mont-Journal on Protected Mountain Areas Research;Eco Mont
Eco-Engineering;Eco-Eng.
ECOGRAPHY;Ecography
EcoHealth;EcoHealth
Ecohydrology;Ecohydrology
ECOHYDROLOGY & HYDROBIOLOGY;Ecohydrol. Hydrobiol.
Ecologia Aplicada;Ecol. Apl.
ECOLOGICAL APPLICATIONS;Ecol. Appl.
ECOLOGICAL CHEMISTRY AND ENGINEERING A-CHEMIA I INZYNIERIA EKOLOGICZNA A;Ecol. Chem. Eng. A
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S;Ecol. Chem. Eng. S-
Ecological Complexity;Ecol. Complex.
ECOLOGICAL ECONOMICS;Ecol. Econ.
ECOLOGICAL ENGINEERING;Ecol. Eng.
ECOLOGICAL ENTOMOLOGY;Ecol. Entomol.
ECOLOGICAL INDICATORS;Ecol. Indic.
Ecological Informatics;Ecol. Inform.
ECOLOGICAL MANAGEMENT & RESTORATION;Ecol. Manag. Restor.
ECOLOGICAL MODELLING;Ecol. Model.
ECOLOGICAL MONOGRAPHS;Ecol. Monogr.
Ecological Processes;Ecol. Process.
ECOLOGICAL PSYCHOLOGY;Ecol. Psychol.
Ecological Questions;Ecol. Quest.
